x,y,station
-341.1362,81.2153,0
-343.2508,79.99406,0
-344.8735,79.08724,0
-347.1332,77.83193,0
-348.5436,76.8948,0
-350.4966,75.43832,0
-351.688,74.24024,0
-352.791,71.94294,0
-352.8719,70.08577,0
-352.8813,67.66082,0
-352.6551,65.99885,0
-352.2322,63.61666,0
-351.8116,61.78331,1
-351.2675,59.41401,0
-350.8643,57.40909,0
-350.8497,55.55764,0
-350.4503,53.00624,0
-349.7202,51.48026,0
-348.532,49.37206,0
-347.4375,47.40081,0
-346.9547,45.78622,0
-346.9388,43.36055,0
-346.5997,41.55102,0
-345.7457,39.52386,0
-345.0461,37.60706,0
-344.096,35.57299,0
-342.993,34.08586,0
-341.1398,32.51617,0
-339.7867,31.48792,1
-337.7128,29.97265,0
-336.5555,30.54032,0
-336.1658,32.17302,0
-334.6738,34.2647,0
-333.5523,35.76706,0
-332.226,37.57659,0
-331.1144,38.84664,0
-329.2416,40.37578,0
-327.6482,41.37143,0
-326.2676,43.33978,0
-325.1858,45.31762,0
-324.5928,46.8866,0
-323.8134,49.00259,0
-322.8735,51.25006,0
-322.1202,52.96162,0
-321.2957,54.64605,1
-320.1796,57.00201,0
-319.3453,58.66719,0
-318.1728,60.09243,0
-316.4557,61.52827,0
-314.501,62.97869,0
-312.948,64.00854,0
-311.3712,65.6031,0
-309.9564,66.79488,0
-307.8878,68.07189,0
-306.4234,68.93324,0
-304.2332,69.97534,0
-302.0428,71.02998,0
-300.2206,71.8981,0
-298.3302,72.67952,0
-296.5182,73.10024,0
-294.5203,72.9445,0
-292.4084,72.1543,0
-290.2774,71.47819,0
-288.0987,70.94262,0
-286.4912,70.39791,0
-284.4121,71.51212,0
-282.8674,73.13963,0
-281.9502,74.71601,0
-281.2336,76.46075,0
-280.0668,78.77348,0
-279.186,80.60758,1
-278.2414,82.65479,0
-277.3156,84.25964,0
-275.4809,85.76791,0
-273.8163,86.58317,0
-271.7347,87.41393,0
-269.6068,87.96651,0
-267.774,88.27682,0
-265.354,88.58634,0
-263.1054,88.65102,0
-261.2428,88.7335,0
-259.5553,88.78862,0
-257.1451,89.0603,0
-255.2792,89.87124,0
-253.581,90.64113,0
-251.4462,91.25842,0
-249.4325,91.31916,0
-247.0607,90.77774,0
-244.9198,90.12685,0
-243.1532,89.13639,0
-241.757,87.38202,0
-240.8766,85.30952,0
-240.0561,83.62993,0
-238.9275,81.6842,0
-238.0574,80.23726,0
-236.336,78.5853,0
-234.6467,77.83624,0
-232.2591,76.80338,0
-230.6953,76.16652,0
-228.5962,75.37519,0
-226.4184,74.81566,0
-224.5691,74.59322,1
-222.3199,74.55449,0
-219.9716,74.82121,0
-218.7758,76.00836,0
-217.3731,77.9666,0
-216.0019,79.67496,0
-214.4676,80.99416,0
-212.8268,82.19394,0
-210.7016,82.81365,0
-209.0121,82.70038,0
-206.6073,82.35557,0
-204.8494,81.77023,0
-203.0372,80.88559,0
-200.9088,79.72497,0
-199.471,78.54671,0
-197.6685,76.94952,0
-196.4813,75.52218,0
-194.8461,73.7205,0
-193.2344,72.79585,0
-191.178,71.88476,0
-189.4571,71.16723,0
-187.3839,70.30869,0
-185.2689,69.57864,0
-183.3134,69.01551,0
-181.5042,68.50076,0
-179.312,68.02549,0
-176.9174,67.58368,0
-175.2527,66.47443,0
-173.8393,64.78185,0
-172.4524,63.2781,1
-171.2318,62.11943,0
-169.2599,60.76361,0
-167.0234,60.60089,0
-165.1826,60.3999,0
-162.8637,59.72956,0
-161.2509,59.23062,0
-158.8453,58.99052,0
-156.4285,58.7848,0
-154.7461,58.6409,0
-152.5044,58.45366,0
-150.2688,58.35856,0
-148.4617,58.13157,0
-146.7824,56.39497,0
-145.6192,55.17123,0
-143.7527,53.62036,0
-142.1329,52.71296,0
-140.19,51.29195,1
-138.6844,49.93102,0
-137.6094,48.64334,0
-136.1362,46.72422,0
-134.4506,45.22678,0
-132.784,43.79089,0
-131.1298,43.0402,0
-129.2648,42.91102,0
-127.1653,42.13759,0
-124.8617,41.41508,0
-123.1958,41.13965,0
-121.4794,39.85726,0
-120.1564,38.03618,0
-118.3689,36.68325,0
-116.8968,35.87898,0
-115.2845,34.36047,0
-114.0507,32.53436,0
-112.0273,31.57731,0
-110.9932,30.2718,0
-109.2336,29.33593,0
-106.9917,29.14657,0
-104.7394,29.23727,0
-102.754,27.98172,0
-101.6932,26.94259,0
-99.92873,25.28669,0
-98.48195,24.09946,0
-96.41517,23.31579,0
-94.04681,22.74441,0
-92.22551,22.32205,0
-89.82294,21.91721,0
-87.59145,21.56,0
-85.73328,21.41108,0
-83.88167,21.45454,0
-81.68562,21.65557,0
-79.27856,21.95272,0
-77.7481,22.6003,0
-75.91043,24.15506,0
-74.52163,25.89733,0
-73.68784,27.55861,1
-72.78912,29.61461,0
-71.93193,31.70628,0
-71.19131,33.2328,0
-69.72498,35.17228,0
-68.45687,36.56047,0
-66.87753,38.40857,0
-65.69601,39.62108,0
-64.05795,41.15475,0
-62.43262,42.70182,0
-61.12904,44.01945,0
-59.32824,45.8432,0
-58.00026,47.14375,0
-56.15643,48.43645,0
-54.58508,49.40907,0
-52.54578,50.67067,0
-50.96021,51.65163,0
-48.78078,53.09151,0
-47.26243,54.13527,0
-45.29259,55.55955,0
-43.94412,56.56658,0
-42.05717,58.35205,0
-40.91032,59.59129,0
-39.37515,61.23538,0
-38.05389,62.55085,0
-36.49319,64.17088,0
-34.75323,65.87969,0
-32.8551,66.62499,0
-30.73736,67.38328,0
-29.16765,67.99029,0
-27.02913,68.73832,0
-24.87183,69.35538,0
-22.70715,69.94673,0
-21.07303,70.39315,0
-18.72266,71.03525,0
-16.99906,71.69286,0
-14.933,72.94549,0
-13.15243,74.31978,0
-11.64403,75.38721,0
-11.11121,73.7264,0
-10.34282,75.21879,0
-9.535239,77.31142,0
-9.096309,78.94065,0
-8.680531,81.15648,0
-8.315194,83.55986,0
-8.007091,84.91763,0
-7.06257,87.18433,0
-6.877919,88.86213,0
-6.691972,91.11495,0
-6.563967,92.79857,0
-6.362145,95.54669,0
-6.258652,96.95641,0
-6.171806,99.27303,0
-6.523043,101.4835,0
-6.98982,103.7009,0
-7.315769,105.541,0
-7.363308,107.9865,0
-7.336001,110.0268,0
-7.313692,111.6987,0
-7.268004,114.1237,0
-7.212599,116.5541,0
-7.184443,118.2423,0
-7.146785,120.497,0
-7.062732,122.7387,0
-6.753402,124.565,0
-6.244642,126.9477,0
-5.918468,128.61,0
-5.779812,131.0184,0
-6.174312,133.0197,0
-6.48981,134.8676,0
-6.754829,137.0958,0
-6.90902,139.5049,0
-6.98908,141.3566,0
-7.574943,143.7016,0
-8.217089,145.6434,0
-8.648724,147.2758,0
-9.148572,149.66,0
-9.568035,151.8586,0
-10.50288,153.6572,0
-11.85558,154.9333,0
-13.83334,155.9815,0
-15.62175,157.3264,0
-16.99655,158.594,0
-18.35928,159.8504,0
-19.97671,161.3417,0
-21.71581,163.2525,0
-21.88903,165.0541,0
-20.96639,167.0889,0
-19.90929,169.0744,0
-18.78959,170.5672,0
-17.64202,172.0015,0
-16.03207,174.031,0
-14.6278,175.7954,0
-13.61112,177.1501,0
-12.3298,178.9988,0
-11.29006,180.5465,0
-10.02665,182.4276,0
-8.714375,184.4536,0
-7.951085,185.9649,0
-7.073899,188.4371,0
-6.487924,190.2187,0
-5.934675,191.9935,0
-5.270716,194.1313,1
-4.549581,196.4528,0
-4.048669,198.0653,0
-3.365886,200.1912,0
-1.640328,201.0299,0
0.2893343,200.3665,0
2.420393,199.6293,0
4.169537,198.9998,0
5.663998,198.2,0
7.723608,196.9193,0
9.686416,195.798,0
11.63383,194.6942,0
13.59632,193.5835,0
15.37729,192.5993,0
16.87812,191.8257,0
18.88746,190.8146,0
20.57918,190.0308,0
22.81001,189.0651,0
24.55638,188.3664,0
26.66394,187.5644,0
28.41837,186.9014,0
30.68429,186.0678,0
32.80754,185.3418,0
34.61281,184.8355,0
36.99216,184.5124,0
39.18365,184.6392,0
41.14774,185.1259,0
43.31212,185.7723,0
44.85664,186.784,0
45.7563,188.3839,0
46.25343,190.5721,0
46.72637,192.7206,0
47.23733,195.086,0
47.59727,196.7413,0
48.09501,198.9463,0
48.59018,201.1407,0
48.95394,202.7951,0
49.38659,205.1753,0
49.56478,207.0193,0
49.66277,209.2777,0
49.76626,211.1283,0
49.94527,213.5582,0
50.11964,215.8064,0
50.28332,218.061,0
50.42984,220.0907,0
50.57641,222.1204,0
50.71183,224.3603,0
50.80738,226.0461,0
50.92432,228.1109,0
51.06181,230.538,0
51.18922,232.7894,0
51.28476,234.4753,0
51.42564,236.9187,0
51.57959,238.6001,0
51.94431,240.8114,0
52.67292,242.9413,0
53.79963,244.8869,0
54.95108,246.5768,0
56.1358,247.7842,0
58.04453,249.2613,0
10159.99267,250.3163,0
62.24701,250.2896,0
63.91471,250.5681,0
66.11806,251.0721,0
68.35313,251.3218,0
69.84799,251.9275,0
71.57803,252.9403,0
73.90225,253.6338,0
75.68069,254.1751,0
78.00147,254.88,0
79.62372,255.3679,0
81.43031,255.9111,0
83.25002,256.6344,0
83.51608,257.5731,0
84.52138,258.5775,0
85.74271,259.7148,0
86.93604,260.8677,0
88.75204,262.1946,0
90.23423,263.3167,0
91.70763,264.4321,0
93.64579,265.8995,0
95.57249,267.3456,0
97.36725,268.7099,0
98.43913,269.9848,0
99.84437,271.7484,0
101.0156,273.199,0
102.6222,274.9939,0
104.1935,276.6024,0
105.7554,277.6231,0
107.7092,278.7372,0
108.8383,280.1952,0
109.8412,282.2209,0
110.86,284.2265,0
111.707,285.8937,0
112.8422,288.0556,0
113.7097,289.6934,0
114.421,291.7969,0
114.3577,294.2272,0
114.3153,296.0968,0
114.4132,298.2918,0
114.8183,300.2898,0
115.2825,301.9238,0
116.1157,304.2075,0
117.0106,306.479,0
117.8504,308.1408,0
119.15,309.9893,0
120.4967,311.2676,0
122.3529,312.5475,0
124.4258,313.3753,0
126.0279,313.9077,0
128.0275,314.9374,1
129.7414,315.6499,0
131.5511,317.1219,0
132.6095,319.1062,0
134.0997,320.1695,0
136.1592,321.4381,0
137.9438,322.8161,0
139.3116,323.8106,0
141.4671,324.4292,0
143.4941,325.4009,0
145.0176,326.1107,0
147.1194,326.8968,0
149.402,327.7489,0
150.9838,328.3396,0
153.0969,329.1422,0
155.3238,330.0992,0
156.8989,331.1057,1
158.7872,332.6193,0
160.4195,333.4522,0
162.2942,333.4805,0
164.6882,333.8611,0
166.3153,334.7325,0
167.9065,335.9856,0
169.4818,337.5837,0
171.1836,338.7063,0
173.2099,339.6909,0
175.3177,340.4593,0
177.2574,341.0927,0
179.5848,341.731,0
181.2568,341.9481,0
183.4973,341.8531,0
185.3426,341.558,0
187.5459,341.078,1
189.9213,340.5608,0
191.7512,340.2706,0
193.8184,341.1198,0
195.4316,342.0436,0
197.2432,343.0409,0
199.7449,344.3561,0
201.3633,344.7967,0
203.7919,344.991,0
205.4083,345.4705,0
207.3655,346.8694,0
208.9252,347.8696,0
211.3495,347.8233,0
213.0257,347.6772,0
215.4509,347.6846,0
217.7057,347.6974,0
219.9607,347.6863,0
221.7988,347.9623,0
223.4234,348.4209,1
225.9161,349.1646,0
227.89,349.6814,0
230.1402,350.5636,0
231.6164,351.7102,0
233.1937,352.6856,0
235.7498,352.5158,0
237.5897,352.1823,0
239.2554,351.8736,0
241.7916,351.4032,0
243.4585,351.1363,0
245.6812,351.2547,0
248.0006,351.9056,0
250.1912,351.7614,0
251.8914,350.9987,0
254.0469,349.8821,0
255.8723,349.4796,0
257.7232,349.2327,0
260.1082,348.9208,0
262.2561,347.8427,0
263.8949,347.5576,0
266.1323,347.7918,0
267.9282,347.243,1
270.508,347.4734,0
272.1876,347.6932,0
274.2754,346.9667,0
276.0334,346.368,0
278.2807,346.2584,0
280.6785,346.0429,0
282.2324,345.1234,0
283.5302,343.8018,0
285.2675,342.3556,0
287.1147,341.0625,0
289.0725,339.6678,0
290.147,338.3594,0
292.0849,336.9177,0
293.5311,336.0466,0
295.4799,334.9025,0
297.5605,333.6457,0
299.5613,332.5949,0
301.4971,332.0352,0
303.7294,332.4116,1
305.3973,332.3639,0
307.0975,332.7591,0
308.2186,335.1304,0
309.1631,336.7351,0
310.4466,338.5873,0
311.2068,340.092,0
311.3662,342.2773,0
310.5861,344.5628,0
309.527,346.5311,0
308.5272,347.8968,0
306.8421,349.3625,0
305.2911,350.3871,1
303.0928,351.7782,0
301.2371,353.0317,0
302.786,353.2516,0
304.7669,352.1917,0
306.4348,351.0178,0
307.6947,349.8872,0
309.6313,347.8613,0
310.6411,346.5015,0
312.0487,344.5348,0
313.1343,343.2489,0
314.6964,341.6231,1
316.4677,339.9582,0
317.857,338.7237,0
319.5921,337.6557,0
321.3094,336.9486,0
323.4641,336.3059,0
325.4837,336.2031,0
327.837,336.8307,0
329.4464,337.3489,0
331.3128,338.8621,0
332.5465,340.0196,1
333.7366,341.8921,0
335.5886,342.4244,0
336.9988,341.4958,0
339.0749,339.9651,0
340.4578,339.006,0
342.3087,337.7373,0
344.3067,336.3526,0
345.611,335.2735,0
347.1552,333.6838,0
348.6855,331.7929,0
349.6659,330.194,0
350.9156,328.1281,0
351.7029,326.6348,1
352.6978,325.0479,0
354.0117,323.0611,0
353.1275,321.3667,0
351.4242,322.4511,0
351.1828,324.1281,0
351.8864,326.2429,0
349.6644,325.5631,0
348.2751,324.613,0
346.8021,323.4719,0
345.4976,321.6848,0
344.1996,319.6163,0
342.9812,317.7195,0
341.8506,316.2368,0
340.4894,314.4528,0
339.0214,312.7362,0
337.6744,311.4492,0
335.7329,309.9682,0
334.139,309.0151,0
331.8018,309.4385,0
330.98,308.2057,0
330.8394,305.7733,0
330.853,304.0836,0
331.8797,301.8969,0
332.7749,300.4731,0
334.2228,298.5204,0
335.4093,297.0692,0
337.0364,295.263,0
338.1933,293.8117,0
339.3145,291.4765,1
339.8944,289.8907,0
340.4111,288.6965,0
339.8318,290.8529,0
339.3055,292.6468,0
338.3185,294.6709,0
337.0094,296.4904,0
335.6673,297.7917,0
334.2345,298.9752,0
332.25,300.0123,0
330.1187,300.7129,0
328.2915,301.1323,0
326.0609,301.3728,0
323.8089,301.325,0
321.969,301.0363,0
320.0677,300.3221,0
317.9428,299.1375,0
316.6691,297.7928,0
315.087,296.195,0
314.0695,294.6245,0
312.8693,292.5108,0
312.0534,291.0389,0
310.998,289.0523,1
310.034,287.229,0
308.6823,286.3718,0
308.5363,288.0458,0
309.3503,290.2676,0
310.3917,292.0287,0
311.3987,293.5847,0
312.6814,295.4251,0
313.8029,296.9352,0
315.2377,298.8977,0
316.5539,300.7218,0
317.6281,302.2525,0
318.6251,303.8209,0
319.9203,306.0707,0
320.8435,307.7032,0
322.0183,309.8315,0
322.8217,311.3167,0
323.9447,313.4603,0
324.8721,315.5126,0
324.8485,317.1753,0
323.8871,319.3802,0
322.5068,320.6056,0
320.4454,321.4894,0
318.8521,322.0403,0
316.6524,323.0728,0
314.5523,323.8632,0
312.4453,324.6513,0
310.347,325.4621,0
308.9742,325.9987,0
306.8641,326.8091,0
304.5509,327.5563,0
302.9437,328.074,0
300.2718,328.9457,0
298.6719,329.4679,0
296.5333,330.1655,0
294.2655,330.9744,0
292.7373,331.7051,0
290.951,332.6678,0
289.0764,333.9186,0
287.7366,335.2044,0
286.3507,336.9265,0
284.886,338.8805,0
283.7446,340.3614,0
282.5456,341.782,0
280.819,343.7424,0
279.4874,345.0297,0
277.5175,346.47,0
276.0823,347.3458,1
273.7801,348.153,0
271.6042,348.7657,0
269.8108,349.2551,0
267.4854,349.9443,0
265.7171,350.5179,0
264.1267,351.1004,0
261.7019,352.0428,0
259.5962,352.8185,0
257.4766,353.5877,0
255.6493,353.9612,0
253.6304,354.1683,0
251.2139,354.4335,0
249.5574,354.728,0
247.1701,355.2407,0
245.5414,355.6859,0
243.216,356.3557,0
241.5625,356.6658,0
239.1622,356.9161,0
237.1404,356.9258,0
234.8882,356.732,1
232.8485,356.571,0
230.8243,356.4244,0
228.953,356.3015,0
226.6986,356.3252,0
224.4793,356.6607,0
222.7914,357.4325,0
220.644,358.8768,0
219.3022,360.1753,0
218.2236,361.6753,0
217.0334,363.5901,0
215.8491,365.713,0
214.8932,367.5157,0
214.0989,369.0119,0
213.0152,371.1571,0
212.0379,373.3888,0
211.3793,374.9436,0
210.5438,377.2144,0
210.1191,378.8407,0
210.0696,381.4249,0
210.2168,383.2725,0
210.3847,385.1405,0